customer_id,acquisition_date,acquisition_channel,acquisition_campaign,first_purchase_value,customer_segment,acquisition_cac,predicted_ltv
cust_1732294009382_facebook_5,2024-11-22,Facebook,Lead Generation,280.4,SMB,88.86,768.58
cust_1732294009382_facebook_6,2024-11-22,Facebook,Lead Generation,281.48,Low Value,88.86,536.76
cust_1732294009382_linkedin_0,2024-11-22,LinkedIn,Text Ads,236.99,Medium Value,220,777.1
cust_1732294009382_linkedin_1,2024-11-22,LinkedIn,Text Ads,212.83,High Value,220,714.34
cust_1732294009382_linkedin_0,2024-11-22,LinkedIn,Dynamic Ads,288.92,High Value,196.67,748.22
cust_1732294009382_linkedin_1,2024-11-22,LinkedIn,Dynamic Ads,221.74,High Value,196.67,615.08
cust_1732294009382_linkedin_2,2024-11-22,LinkedIn,Dynamic Ads,221.5,Medium Value,196.67,734.72
cust_1732294009382_tiktok_0,2024-11-22,TikTok,Traffic,266.84,Enterprise,45,538.77
cust_1732294009382_tiktok_1,2024-11-22,TikTok,Traffic,209.03,Low Value,45,630.52
cust_1732294009382_tiktok_2,2024-11-22,TikTok,Traffic,338.8,High Value,45,458.65
cust_1732294009382_tiktok_3,2024-11-22,TikTok,Traffic,300.92,Low Value,45,845.94
cust_1732294009382_tiktok_0,2024-11-22,TikTok,Conversions,239.38,SMB,44.33,751.46
cust_1732294009382_tiktok_1,2024-11-22,TikTok,Conversions,307.7,Low Value,44.33,1053.43
cust_1732294009382_tiktok_2,2024-11-22,TikTok,Conversions,230.32,Medium Value,44.33,1065.52
cust_1732294009382_tiktok_0,2024-11-22,TikTok,Reach,170.35,Enterprise,93,417.39
cust_1732294009382_tiktok_0,2024-11-22,TikTok,Traffic,129.53,Enterprise,62,388.69
cust_1732294009382_tiktok_1,2024-11-22,TikTok,Traffic,169.9,Enterprise,62,301.9
cust_1732294009382_tiktok_2,2024-11-22,TikTok,Traffic,136,Low Value,62,586.26
cust_1732294009382_pinterest_0,2024-11-22,Pinterest,Conversions,167.96,High Value,66.33,409.05
cust_1732294009382_pinterest_1,2024-11-22,Pinterest,Conversions,183.9,Enterprise,66.33,325.54
cust_1732294009382_pinterest_2,2024-11-22,Pinterest,Conversions,137.91,Low Value,66.33,274.52
cust_1732294009382_pinterest_0,2024-11-22,Pinterest,Traffic,329.32,Medium Value,69.67,586.84
cust_1732294009382_pinterest_1,2024-11-22,Pinterest,Traffic,367.06,Low Value,69.67,785.57
cust_1732294009382_pinterest_2,2024-11-22,Pinterest,Traffic,353.28,Low Value,69.67,971.89
cust_1732380409382_googleads_0,2024-11-23,Google Ads,Video - YouTube,125.06,SMB,80.25,554.26
cust_1732380409382_googleads_1,2024-11-23,Google Ads,Video - YouTube,176.64,High Value,80.25,475.61
cust_1732380409382_googleads_2,2024-11-23,Google Ads,Video - YouTube,188.86,Enterprise,80.25,397.14
cust_1732380409382_googleads_3,2024-11-23,Google Ads,Video - YouTube,133.26,Medium Value,80.25,577.72
cust_1732380409382_googleads_0,2024-11-23,Google Ads,Display - Remarketing,227.13,Medium Value,91.33,858.31
cust_1732380409382_googleads_1,2024-11-23,Google Ads,Display - Remarketing,326.51,High Value,91.33,977.47
cust_1732380409382_googleads_2,2024-11-23,Google Ads,Display - Remarketing,353.03,Medium Value,91.33,911.54
cust_1732380409382_googleads_0,2024-11-23,Google Ads,Display - Remarketing,269.43,Medium Value,67.8,763.67
cust_1732380409382_googleads_1,2024-11-23,Google Ads,Display - Remarketing,187.97,SMB,67.8,762.38
cust_1732380409382_googleads_2,2024-11-23,Google Ads,Display - Remarketing,228.24,Enterprise,67.8,718.81
cust_1732380409382_googleads_3,2024-11-23,Google Ads,Display - Remarketing,247.41,High Value,67.8,752.74
cust_1732380409382_googleads_4,2024-11-23,Google Ads,Display - Remarketing,205.13,SMB,67.8,805.9
cust_1732380409382_facebook_0,2024-11-23,Facebook,Video Views,230.19,Low Value,165,660.4
cust_1732380409382_facebook_0,2024-11-23,Facebook,Video Views,174.84,Medium Value,116.5,717.86
cust_1732380409382_facebook_1,2024-11-23,Facebook,Video Views,195.28,Low Value,116.5,779.85
cust_1732380409382_facebook_0,2024-11-23,Facebook,Lead Generation,330.88,Medium Value,163,538.42
cust_1732380409382_facebook_0,2024-11-23,Facebook,Remarketing,222.91,Medium Value,93.5,1001.4
cust_1732380409382_facebook_1,2024-11-23,Facebook,Remarketing,241.29,Medium Value,93.5,901.97
cust_1732380409382_linkedin_0,2024-11-23,LinkedIn,Event Ads,144.5,Low Value,182,320.59
cust_1732380409382_linkedin_0,2024-11-23,LinkedIn,Sponsored Content,148.99,Medium Value,143,667.02
cust_1732380409382_linkedin_0,2024-11-23,LinkedIn,Dynamic Ads,136.68,High Value,140,530.97
cust_1732380409382_linkedin_0,2024-11-23,LinkedIn,Sponsored Content,213.38,Enterprise,148,664.31
cust_1732380409382_tiktok_0,2024-11-23,TikTok,Traffic,111.6,Low Value,65.5,353.26
cust_1732380409382_tiktok_1,2024-11-23,TikTok,Traffic,159.81,Low Value,65.5,366.17
cust_1732380409382_tiktok_0,2024-11-23,TikTok,Traffic,139.12,High Value,49.5,552.23
cust_1732380409382_tiktok_1,2024-11-23,TikTok,Traffic,195.05,Low Value,49.5,549.22
cust_1732380409382_tiktok_0,2024-11-23,TikTok,App Install,218.87,Medium Value,108,411.05
cust_1732380409382_tiktok_0,2024-11-23,TikTok,Traffic,271.73,Enterprise,76,488.8
cust_1732380409382_pinterest_0,2024-11-23,Pinterest,Video Views,225.9,High Value,81.5,959.84
cust_1732380409382_pinterest_1,2024-11-23,Pinterest,Video Views,236.08,Medium Value,81.5,854.87
cust_1732380409382_pinterest_0,2024-11-23,Pinterest,Conversions,280.32,SMB,79,614.25
cust_1732466809382_googleads_0,2024-11-24,Google Ads,Shopping,226.54,High Value,131.5,861.07
cust_1732466809382_googleads_1,2024-11-24,Google Ads,Shopping,334.64,Medium Value,131.5,419.04
cust_1732466809382_googleads_0,2024-11-24,Google Ads,Search - Brand,197.11,Low Value,72,612.69
cust_1732466809382_googleads_1,2024-11-24,Google Ads,Search - Brand,180.03,Enterprise,72,611.3
cust_1732466809382_googleads_2,2024-11-24,Google Ads,Search - Brand,183.26,Medium Value,72,477.52
cust_1732466809382_googleads_3,2024-11-24,Google Ads,Search - Brand,242.88,High Value,72,512.04
cust_1732466809382_googleads_4,2024-11-24,Google Ads,Search - Brand,194.07,SMB,72,450.88
cust_1732466809382_googleads_0,2024-11-24,Google Ads,Video - YouTube,146.78,Low Value,85.67,369.08
cust_1732466809382_googleads_1,2024-11-24,Google Ads,Video - YouTube,186.38,Medium Value,85.67,232.17
cust_1732466809382_googleads_2,2024-11-24,Google Ads,Video - YouTube,154.33,Medium Value,85.67,504
cust_1732466809382_googleads_0,2024-11-24,Google Ads,Display - Remarketing,308.32,Medium Value,51.14,668.89
cust_1732466809382_googleads_1,2024-11-24,Google Ads,Display - Remarketing,230.18,High Value,51.14,536.09
cust_1732466809382_googleads_2,2024-11-24,Google Ads,Display - Remarketing,297.92,Low Value,51.14,488.63
cust_1732466809382_googleads_3,2024-11-24,Google Ads,Display - Remarketing,210.66,Low Value,51.14,465.11
cust_1732466809382_googleads_4,2024-11-24,Google Ads,Display - Remarketing,242.6,Medium Value,51.14,613.07
cust_1732466809382_googleads_5,2024-11-24,Google Ads,Display - Remarketing,283.55,Low Value,51.14,472.62
cust_1732466809382_googleads_6,2024-11-24,Google Ads,Display - Remarketing,220.75,Low Value,51.14,406.88
cust_1732466809382_facebook_0,2024-11-24,Facebook,Remarketing,244.17,Enterprise,101.5,506.23
cust_1732466809382_facebook_1,2024-11-24,Facebook,Remarketing,317.96,Medium Value,101.5,406.12
cust_1732466809382_facebook_0,2024-11-24,Facebook,Conversions,197.97,Medium Value,139,585.44
cust_1732466809382_facebook_1,2024-11-24,Facebook,Conversions,208.94,Medium Value,139,587.33
cust_1732466809382_facebook_0,2024-11-24,Facebook,Conversions,186.64,Low Value,166,385.67
cust_1732466809382_linkedin_0,2024-11-24,LinkedIn,Sponsored Content,233.64,Low Value,170.5,726.08
cust_1732466809382_linkedin_1,2024-11-24,LinkedIn,Sponsored Content,163.1,Medium Value,170.5,498.49
cust_1732466809382_linkedin_0,2024-11-24,LinkedIn,Event Ads,164.82,Low Value,287,268.6
cust_1732466809382_tiktok_0,2024-11-24,TikTok,Traffic,197.72,Low Value,60.5,523.58
cust_1732466809382_tiktok_1,2024-11-24,TikTok,Traffic,129.3,Low Value,60.5,295.39
cust_1732466809382_tiktok_0,2024-11-24,TikTok,Reach,164.97,Low Value,89,540.06
cust_1732466809382_tiktok_0,2024-11-24,TikTok,Reach,132.43,Medium Value,139,581.28
cust_1732466809382_pinterest_0,2024-11-24,Pinterest,Brand Awareness,219.61,Medium Value,109,787.08
cust_1732466809382_pinterest_0,2024-11-24,Pinterest,Conversions,330.91,High Value,134,980.93
cust_1732553209382_googleads_0,2024-11-25,Google Ads,Shopping,264.19,Low Value,68.55,721.97
cust_1732553209382_googleads_1,2024-11-25,Google Ads,Shopping,310.07,Medium Value,68.55,483.23
cust_1732553209382_googleads_2,2024-11-25,Google Ads,Shopping,266.41,Low Value,68.55,416.5
cust_1732553209382_googleads_3,2024-11-25,Google Ads,Shopping,195.71,Medium Value,68.55,892.59
cust_1732553209382_googleads_4,2024-11-25,Google Ads,Shopping,222.82,Medium Value,68.55,498.24
cust_1732553209382_googleads_5,2024-11-25,Google Ads,Shopping,224,Medium Value,68.55,484.08
cust_1732553209382_googleads_6,2024-11-25,Google Ads,Shopping,274.12,Medium Value,68.55,753.7
cust_1732553209382_googleads_7,2024-11-25,Google Ads,Shopping,332.29,High Value,68.55,661.96
cust_1732553209382_googleads_8,2024-11-25,Google Ads,Shopping,251.63,SMB,68.55,785.28
cust_1732553209382_googleads_9,2024-11-25,Google Ads,Shopping,242.29,SMB,68.55,663.27
cust_1732553209382_googleads_10,2024-11-25,Google Ads,Shopping,287.86,Medium Value,68.55,508.95
cust_1732553209382_googleads_0,2024-11-25,Google Ads,Search - Brand,128.94,SMB,57.67,310.55
cust_1732553209382_googleads_1,2024-11-25,Google Ads,Search - Brand,136.65,Medium Value,57.67,315.48
cust_1732553209382_googleads_2,2024-11-25,Google Ads,Search - Brand,119.73,Medium Value,57.67,303.71
cust_1732553209382_googleads_3,2024-11-25,Google Ads,Search - Brand,132.76,Medium Value,57.67,343.06
cust_1732553209382_googleads_4,2024-11-25,Google Ads,Search - Brand,156.42,High Value,57.67,416.84
cust_1732553209382_googleads_5,2024-11-25,Google Ads,Search - Brand,151.69,Medium Value,57.67,378.4
cust_1732553209382_googleads_6,2024-11-25,Google Ads,Search - Brand,119.82,Low Value,57.67,275.24
cust_1732553209382_googleads_7,2024-11-25,Google Ads,Search - Brand,138.57,Low Value,57.67,368.89
cust_1732553209382_googleads_8,2024-11-25,Google Ads,Search - Brand,115.81,Low Value,57.67,202.41
cust_1732553209382_googleads_9,2024-11-25,Google Ads,Search - Brand,117.79,High Value,57.67,329.51
cust_1732553209382_googleads_10,2024-11-25,Google Ads,Search - Brand,148.69,Medium Value,57.67,294.59
cust_1732553209382_googleads_11,2024-11-25,Google Ads,Search - Brand,95.41,Low Value,57.67,335.4
cust_1732553209382_googleads_0,2024-11-25,Google Ads,Shopping,252.01,Medium Value,69,627.46
cust_1732553209382_googleads_1,2024-11-25,Google Ads,Shopping,310.96,SMB,69,756.29
cust_1732553209382_googleads_2,2024-11-25,Google Ads,Shopping,257.51,Low Value,69,479.11
cust_1732553209382_googleads_3,2024-11-25,Google Ads,Shopping,270.7,Medium Value,69,889.95
cust_1732553209382_googleads_4,2024-11-25,Google Ads,Shopping,404.53,High Value,69,921.99
cust_1732553209382_googleads_5,2024-11-25,Google Ads,Shopping,343.34,High Value,69,811.02
cust_1732553209382_facebook_0,2024-11-25,Facebook,Traffic,178.52,Medium Value,93.33,680.46
cust_1732553209382_facebook_1,2024-11-25,Facebook,Traffic,298.48,SMB,93.33,659.31
cust_1732553209382_facebook_2,2024-11-25,Facebook,Traffic,272.78,High Value,93.33,859.13
cust_1732553209382_facebook_0,2024-11-25,Facebook,Video Views,283.07,Low Value,90.33,714.7
cust_1732553209382_facebook_1,2024-11-25,Facebook,Video Views,369.46,Medium Value,90.33,1015.44
cust_1732553209382_facebook_2,2024-11-25,Facebook,Video Views,299.68,Low Value,90.33,930.66
cust_1732553209382_facebook_0,2024-11-25,Facebook,Traffic,328.62,Low Value,116.5,438.68
cust_1732553209382_facebook_1,2024-11-25,Facebook,Traffic,328.32,High Value,116.5,516.84
cust_1732553209382_facebook_0,2024-11-25,Facebook,Video Views,156.37,High Value,104.67,423.19
cust_1732553209382_facebook_1,2024-11-25,Facebook,Video Views,235.24,Medium Value,104.67,535.88
cust_1732553209382_facebook_2,2024-11-25,Facebook,Video Views,259.32,Medium Value,104.67,575.32
cust_1732553209382_linkedin_0,2024-11-25,LinkedIn,Dynamic Ads,168.91,Medium Value,162,606.08
cust_1732553209382_linkedin_1,2024-11-25,LinkedIn,Dynamic Ads,140.97,Medium Value,162,484.78
cust_1732553209382_linkedin_0,2024-11-25,LinkedIn,Sponsored Content,176.78,Low Value,148,500.36
cust_1732553209382_linkedin_1,2024-11-25,LinkedIn,Sponsored Content,157.72,Enterprise,148,519.22
cust_1732553209382_linkedin_2,2024-11-25,LinkedIn,Sponsored Content,109.73,Enterprise,148,516.61
cust_1732553209382_linkedin_0,2024-11-25,LinkedIn,Text Ads,236.81,SMB,134,537.58
cust_1732553209382_linkedin_1,2024-11-25,LinkedIn,Text Ads,249.62,Medium Value,134,602.09
cust_1732553209382_linkedin_2,2024-11-25,LinkedIn,Text Ads,231.68,Low Value,134,667.58
cust_1732553209382_tiktok_0,2024-11-25,TikTok,Traffic,241.95,Low Value,56.2,577.25
cust_1732553209382_tiktok_1,2024-11-25,TikTok,Traffic,209.03,Low Value,56.2,325.85
cust_1732553209382_tiktok_2,2024-11-25,TikTok,Traffic,204.25,High Value,56.2,642.91
cust_1732553209382_tiktok_3,2024-11-25,TikTok,Traffic,245.76,Medium Value,56.2,336.35
cust_1732553209382_tiktok_4,2024-11-25,TikTok,Traffic,175.45,Low Value,56.2,466.56
cust_1732553209382_tiktok_0,2024-11-25,TikTok,Reach,126.29,Medium Value,66.67,368.7
cust_1732553209382_tiktok_1,2024-11-25,TikTok,Reach,175.78,High Value,66.67,320.28
cust_1732553209382_tiktok_2,2024-11-25,TikTok,Reach,130.39,Low Value,66.67,295.69
cust_1732553209382_pinterest_0,2024-11-25,Pinterest,Brand Awareness,293.75,Low Value,92,480.76
cust_1732553209382_pinterest_1,2024-11-25,Pinterest,Brand Awareness,215.62,Medium Value,92,589.57
cust_1732553209382_pinterest_0,2024-11-25,Pinterest,App Install,255.37,SMB,88,803.77
cust_1732553209382_pinterest_0,2024-11-25,Pinterest,Video Views,245.15,Medium Value,56,652.81
cust_1732553209382_pinterest_1,2024-11-25,Pinterest,Video Views,177.02,High Value,56,370.27
cust_1732553209382_pinterest_2,2024-11-25,Pinterest,Video Views,291.48,High Value,56,758.97
cust_1732639609382_googleads_0,2024-11-26,Google Ads,Search - Generic,220.46,SMB,67.29,646.83
cust_1732639609382_googleads_1,2024-11-26,Google Ads,Search - Generic,293.94,Low Value,67.29,783.5
cust_1732639609382_googleads_2,2024-11-26,Google Ads,Search - Generic,269.85,High Value,67.29,626.26
cust_1732639609382_googleads_3,2024-11-26,Google Ads,Search - Generic,335.17,Medium Value,67.29,951.49
cust_1732639609382_googleads_4,2024-11-26,Google Ads,Search - Generic,208.88,Medium Value,67.29,959.26
cust_1732639609382_googleads_5,2024-11-26,Google Ads,Search - Generic,222.2,High Value,67.29,970.98
cust_1732639609382_googleads_6,2024-11-26,Google Ads,Search - Generic,307.42,Low Value,67.29,508.46
cust_1732639609382_googleads_0,2024-11-26,Google Ads,Search - Brand,264.06,Medium Value,84.5,860.56
cust_1732639609382_googleads_1,2024-11-26,Google Ads,Search - Brand,281.01,SMB,84.5,505.05
cust_1732639609382_googleads_2,2024-11-26,Google Ads,Search - Brand,302.32,Low Value,84.5,851.85
cust_1732639609382_googleads_3,2024-11-26,Google Ads,Search - Brand,285.96,Low Value,84.5,584.45
cust_1732639609382_googleads_0,2024-11-26,Google Ads,Video - YouTube,200.83,Medium Value,48.5,830.82
cust_1732639609382_googleads_1,2024-11-26,Google Ads,Video - YouTube,224.06,SMB,48.5,426.83
cust_1732639609382_googleads_2,2024-11-26,Google Ads,Video - YouTube,295.29,Low Value,48.5,721.28
cust_1732639609382_googleads_3,2024-11-26,Google Ads,Video - YouTube,243.37,Enterprise,48.5,790.76
cust_1732639609382_googleads_4,2024-11-26,Google Ads,Video - YouTube,202.59,Low Value,48.5,659.65
cust_1732639609382_googleads_5,2024-11-26,Google Ads,Video - YouTube,195.88,High Value,48.5,619.13
cust_1732639609382_googleads_6,2024-11-26,Google Ads,Video - YouTube,189,Medium Value,48.5,499.99
cust_1732639609382_googleads_7,2024-11-26,Google Ads,Video - YouTube,233.08,Medium Value,48.5,647.16
cust_1732639609382_googleads_8,2024-11-26,Google Ads,Video - YouTube,180.78,High Value,48.5,780.28
cust_1732639609382_googleads_9,2024-11-26,Google Ads,Video - YouTube,240.8,Medium Value,48.5,574.54
cust_1732639609382_googleads_10,2024-11-26,Google Ads,Video - YouTube,182.55,Enterprise,48.5,662.59
cust_1732639609382_googleads_11,2024-11-26,Google Ads,Video - YouTube,205.56,Low Value,48.5,711.47
cust_1732639609382_googleads_0,2024-11-26,Google Ads,Search - Generic,320.32,Medium Value,75,639.39
cust_1732639609382_googleads_1,2024-11-26,Google Ads,Search - Generic,408.12,Enterprise,75,606.19
cust_1732639609382_googleads_2,2024-11-26,Google Ads,Search - Generic,350.23,Low Value,75,987.17
cust_1732639609382_googleads_3,2024-11-26,Google Ads,Search - Generic,332.05,Low Value,75,990.42
cust_1732639609382_facebook_0,2024-11-26,Facebook,Video Views,161.67,SMB,104,202.7
cust_1732639609382_facebook_1,2024-11-26,Facebook,Video Views,138.29,Medium Value,104,359.51
cust_1732639609382_facebook_0,2024-11-26,Facebook,Lead Generation,187.81,Medium Value,117.5,373.24
cust_1732639609382_facebook_1,2024-11-26,Facebook,Lead Generation,219.71,Medium Value,117.5,662.56
cust_1732639609382_facebook_0,2024-11-26,Facebook,Remarketing,174.62,Medium Value,181,225.93
cust_1732639609382_facebook_0,2024-11-26,Facebook,Video Views,97.16,Medium Value,125,238.18
cust_1732639609382_facebook_1,2024-11-26,Facebook,Video Views,163.88,SMB,125,430.89
cust_1732639609382_linkedin_0,2024-11-26,LinkedIn,Message Ads,135.07,Low Value,131,260.33
cust_1732639609382_linkedin_1,2024-11-26,LinkedIn,Message Ads,101.53,High Value,131,324.91
cust_1732639609382_linkedin_0,2024-11-26,LinkedIn,Event Ads,142.94,Low Value,118,501.71
cust_1732639609382_linkedin_1,2024-11-26,LinkedIn,Event Ads,188.47,Low Value,118,376.29
cust_1732639609382_linkedin_0,2024-11-26,LinkedIn,Sponsored Content,155.72,Low Value,104.67,348.66
cust_1732639609382_linkedin_1,2024-11-26,LinkedIn,Sponsored Content,104.98,Enterprise,104.67,431.79
cust_1732639609382_linkedin_2,2024-11-26,LinkedIn,Sponsored Content,155.28,High Value,104.67,362.53
cust_1732639609382_linkedin_0,2024-11-26,LinkedIn,Message Ads,289.17,Medium Value,105,975.08
cust_1732639609382_linkedin_1,2024-11-26,LinkedIn,Message Ads,309.87,Medium Value,105,464.38
cust_1732639609382_linkedin_2,2024-11-26,LinkedIn,Message Ads,358.5,Low Value,105,657.28
cust_1732639609382_tiktok_0,2024-11-26,TikTok,Traffic,153.56,Medium Value,70,460.28
cust_1732639609382_tiktok_1,2024-11-26,TikTok,Traffic,125.55,Low Value,70,293.62
cust_1732639609382_tiktok_0,2024-11-26,TikTok,Reach,167.69,High Value,63,660.65
cust_1732639609382_tiktok_1,2024-11-26,TikTok,Reach,198.99,High Value,63,644.6
cust_1732639609382_tiktok_0,2024-11-26,TikTok,Video Views,345.86,Enterprise,55.5,569.36
cust_1732639609382_tiktok_1,2024-11-26,TikTok,Video Views,255.94,Medium Value,55.5,620.01
cust_1732639609382_tiktok_0,2024-11-26,TikTok,Conversions,301.9,Low Value,106,827.17
cust_1732639609382_pinterest_0,2024-11-26,Pinterest,Traffic,122.24,Medium Value,73,441.32
cust_1732639609382_pinterest_1,2024-11-26,Pinterest,Traffic,153.76,Low Value,73,202.84
cust_1732639609382_pinterest_0,2024-11-26,Pinterest,Conversions,162.47,Low Value,82.5,594.51
cust_1732639609382_pinterest_1,2024-11-26,Pinterest,Conversions,151.05,Medium Value,82.5,343.69
cust_1732639609382_pinterest_0,2024-11-26,Pinterest,Video Views,179.94,Enterprise,86,291.3
cust_1732639609382_pinterest_1,2024-11-26,Pinterest,Video Views,195.39,Medium Value,86,567.86
cust_1732726009382_googleads_0,2024-11-27,Google Ads,Shopping,125.08,Medium Value,70,247.6
cust_1732726009382_googleads_1,2024-11-27,Google Ads,Shopping,90.36,Low Value,70,436.59
cust_1732726009382_googleads_2,2024-11-27,Google Ads,Shopping,111.27,Medium Value,70,371.89
cust_1732726009382_googleads_3,2024-11-27,Google Ads,Shopping,92.17,Low Value,70,324.2
cust_1732726009382_googleads_4,2024-11-27,Google Ads,Shopping,135.13,Enterprise,70,328.72
cust_1732726009382_googleads_5,2024-11-27,Google Ads,Shopping,93.65,High Value,70,289.73
cust_1732726009382_googleads_6,2024-11-27,Google Ads,Shopping,150.44,High Value,70,237.83
cust_1732726009382_googleads_0,2024-11-27,Google Ads,Video - YouTube,161.26,Medium Value,52.88,351.76
cust_1732726009382_googleads_1,2024-11-27,Google Ads,Video - YouTube,174.97,SMB,52.88,460
cust_1732726009382_googleads_2,2024-11-27,Google Ads,Video - YouTube,194.61,Low Value,52.88,362.74
cust_1732726009382_googleads_3,2024-11-27,Google Ads,Video - YouTube,171.52,Low Value,52.88,453.24
cust_1732726009382_googleads_4,2024-11-27,Google Ads,Video - YouTube,148.39,Low Value,52.88,473.11
cust_1732726009382_googleads_5,2024-11-27,Google Ads,Video - YouTube,250.05,SMB,52.88,472.3
cust_1732726009382_googleads_6,2024-11-27,Google Ads,Video - YouTube,209.5,Low Value,52.88,490.68
cust_1732726009382_googleads_7,2024-11-27,Google Ads,Video - YouTube,208.87,Medium Value,52.88,339.08
cust_1732726009382_googleads_0,2024-11-27,Google Ads,Video - YouTube,166.23,SMB,81,401.8
cust_1732726009382_googleads_1,2024-11-27,Google Ads,Video - YouTube,183.11,Enterprise,81,310.13
cust_1732726009382_googleads_2,2024-11-27,Google Ads,Video - YouTube,171.92,Medium Value,81,243.42
cust_1732726009382_googleads_3,2024-11-27,Google Ads,Video - YouTube,112.41,Enterprise,81,353.24
cust_1732726009382_googleads_4,2024-11-27,Google Ads,Video - YouTube,144.36,Medium Value,81,470.2
cust_1732726009382_googleads_5,2024-11-27,Google Ads,Video - YouTube,126.53,Low Value,81,235.58
cust_1732726009382_googleads_6,2024-11-27,Google Ads,Video - YouTube,164.02,Medium Value,81,285.91
cust_1732726009382_googleads_0,2024-11-27,Google Ads,Shopping,167.34,High Value,103.25,470.8
cust_1732726009382_googleads_1,2024-11-27,Google Ads,Shopping,182.25,Medium Value,103.25,496.73
cust_1732726009382_googleads_2,2024-11-27,Google Ads,Shopping,118.31,Low Value,103.25,358.87
cust_1732726009382_googleads_3,2024-11-27,Google Ads,Shopping,131.9,Medium Value,103.25,311.14
cust_1732726009382_facebook_0,2024-11-27,Facebook,Video Views,229.69,Enterprise,141,785.44
cust_1732726009382_facebook_1,2024-11-27,Facebook,Video Views,247.2,SMB,141,749.96
cust_1732726009382_facebook_0,2024-11-27,Facebook,Video Views,243.78,High Value,73.25,951.3
cust_1732726009382_facebook_1,2024-11-27,Facebook,Video Views,351.1,Medium Value,73.25,841.18
cust_1732726009382_facebook_2,2024-11-27,Facebook,Video Views,387.03,High Value,73.25,849.65
cust_1732726009382_facebook_3,2024-11-27,Facebook,Video Views,287.36,Low Value,73.25,719.96
cust_1732726009382_facebook_0,2024-11-27,Facebook,Remarketing,263.6,Low Value,82,945.39
cust_1732726009382_facebook_1,2024-11-27,Facebook,Remarketing,366.3,High Value,82,685.21
cust_1732726009382_facebook_2,2024-11-27,Facebook,Remarketing,304.59,Low Value,82,973.05
cust_1732726009382_facebook_3,2024-11-27,Facebook,Remarketing,253.5,Low Value,82,693.09
cust_1732726009382_facebook_0,2024-11-27,Facebook,Traffic,192.65,Low Value,88.5,728.62
cust_1732726009382_facebook_1,2024-11-27,Facebook,Traffic,219.8,Medium Value,88.5,637.18
cust_1732726009382_facebook_2,2024-11-27,Facebook,Traffic,227.66,SMB,88.5,474.46
cust_1732726009382_facebook_3,2024-11-27,Facebook,Traffic,230.98,Low Value,88.5,606.45
cust_1732726009382_linkedin_0,2024-11-27,LinkedIn,Dynamic Ads,258.27,Low Value,303,943.17
cust_1732726009382_linkedin_0,2024-11-27,LinkedIn,Text Ads,246.04,High Value,223,698.27
cust_1732726009382_linkedin_0,2024-11-27,LinkedIn,Sponsored Content,343.95,Medium Value,143.5,684.97
cust_1732726009382_linkedin_1,2024-11-27,LinkedIn,Sponsored Content,383.98,Medium Value,143.5,805.86
cust_1732726009382_linkedin_0,2024-11-27,LinkedIn,Text Ads,244.17,High Value,241,614.37
cust_1732726009382_tiktok_0,2024-11-27,TikTok,Conversions,219.97,Medium Value,79,749.14
cust_1732726009382_tiktok_1,2024-11-27,TikTok,Conversions,190.95,Low Value,79,803.37
cust_1732726009382_tiktok_0,2024-11-27,TikTok,Video Views,137.46,Enterprise,58,312.19
cust_1732726009382_tiktok_1,2024-11-27,TikTok,Video Views,198.02,Medium Value,58,492.51
cust_1732726009382_tiktok_0,2024-11-27,TikTok,App Install,287.81,Low Value,47,743.5
cust_1732726009382_tiktok_1,2024-11-27,TikTok,App Install,221.58,SMB,47,478.46
cust_1732726009382_tiktok_2,2024-11-27,TikTok,App Install,261.22,Low Value,47,845.98
cust_1732726009382_tiktok_3,2024-11-27,TikTok,App Install,282.3,SMB,47,771.82
cust_1732726009382_tiktok_0,2024-11-27,TikTok,Traffic,276.65,High Value,90.5,804.26
cust_1732726009382_tiktok_1,2024-11-27,TikTok,Traffic,312.72,Low Value,90.5,602.23
cust_1732726009382_pinterest_0,2024-11-27,Pinterest,App Install,126.2,SMB,107.5,442.41
cust_1732726009382_pinterest_1,2024-11-27,Pinterest,App Install,109.43,Low Value,107.5,294.73
cust_1732726009382_pinterest_0,2024-11-27,Pinterest,Traffic,310.32,Low Value,96,958.64
cust_1732726009382_pinterest_1,2024-11-27,Pinterest,Traffic,320.41,Enterprise,96,733.25
cust_1732812409382_googleads_0,2024-11-28,Google Ads,Search - Brand,225.16,SMB,78.63,745.71
cust_1732812409382_googleads_1,2024-11-28,Google Ads,Search - Brand,170.14,Low Value,78.63,348.98
cust_1732812409382_googleads_2,2024-11-28,Google Ads,Search - Brand,199.35,Low Value,78.63,429.92
cust_1732812409382_googleads_3,2024-11-28,Google Ads,Search - Brand,233.24,Low Value,78.63,527.88
cust_1732812409382_googleads_4,2024-11-28,Google Ads,Search - Brand,247.4,Low Value,78.63,427.37
cust_1732812409382_googleads_5,2024-11-28,Google Ads,Search - Brand,169.36,Medium Value,78.63,616.47
cust_1732812409382_googleads_6,2024-11-28,Google Ads,Search - Brand,180.61,Low Value,78.63,506.61
cust_1732812409382_googleads_7,2024-11-28,Google Ads,Search - Brand,261.16,Medium Value,78.63,718.93
cust_1732812409382_googleads_0,2024-11-28,Google Ads,Search - Generic,272.58,Medium Value,66.36,457.42
cust_1732812409382_googleads_1,2024-11-28,Google Ads,Search - Generic,154.94,Medium Value,66.36,713.86
