date,channel,spend,campaign
2024-07-29,Google Ads,2800,Generic Keywords
2024-07-29,Facebook,2200,Lookalike Campaign
2024-07-29,LinkedIn,1600,Industry Targeting
2024-07-30,Google Ads,2400,Shopping Ads
2024-07-30,Facebook,1700,Interest Targeting
2024-07-30,LinkedIn,1100,B2B Targeting
2024-07-31,Google Ads,2900,Q3 Launch
2024-07-31,Facebook,2300,Video Campaign
2024-07-31,LinkedIn,1700,Job Title Targeting
2024-08-01,Google Ads,2650,Summer Peak
2024-08-01,Facebook,1950,Summer Peak
2024-08-01,LinkedIn,1350,Summer Peak
2024-08-02,Google Ads,2750,Brand Search
2024-08-02,Facebook,2050,Retargeting
2024-08-02,LinkedIn,1450,Company Targeting
2024-08-03,Google Ads,2450,Generic Keywords
2024-08-03,Facebook,1750,Cold Outreach
2024-08-03,LinkedIn,1150,Content Promotion
2024-08-04,Google Ads,2850,Shopping Ads
2024-08-04,Facebook,2250,Event Promotion
2024-08-04,LinkedIn,1650,Webinar Ads
2024-08-05,Google Ads,2500,Competitor Keywords
2024-08-05,Facebook,1800,App Install
2024-08-05,LinkedIn,1200,Lead Gen Forms
2024-08-06,Google Ads,2600,Summer Peak
2024-08-06,Facebook,2000,Lookalike Campaign
2024-08-06,LinkedIn,1400,Industry Targeting
2024-08-07,Google Ads,2700,Brand Search
2024-08-07,Facebook,2100,Interest Targeting
2024-08-07,LinkedIn,1500,B2B Targeting
2024-08-08,Google Ads,2800,Generic Keywords
2024-08-08,Facebook,2200,Video Campaign
2024-08-08,LinkedIn,1600,Job Title Targeting
2024-08-09,Google Ads,2400,Shopping Ads
2024-08-09,Facebook,1700,Retargeting
2024-08-09,LinkedIn,1100,Company Targeting
2024-08-10,Google Ads,2950,Summer Peak
2024-08-10,Facebook,2350,Cold Outreach
2024-08-10,LinkedIn,1750,Content Promotion
2024-08-11,Google Ads,2550,Competitor Keywords
2024-08-11,Facebook,1850,Event Promotion
2024-08-11,LinkedIn,1250,Webinar Ads
2024-08-12,Google Ads,2650,Brand Search
2024-08-12,Facebook,1950,App Install
2024-08-12,LinkedIn,1350,Lead Gen Forms
2024-08-13,Google Ads,2750,Generic Keywords
2024-08-13,Facebook,2050,Lookalike Campaign
2024-08-13,LinkedIn,1450,Industry Targeting
2024-08-14,Google Ads,2450,Shopping Ads
2024-08-14,Facebook,1750,Interest Targeting
2024-08-14,LinkedIn,1150,B2B Targeting
2024-08-15,Google Ads,2850,Summer Peak
2024-08-15,Facebook,2250,Video Campaign
2024-08-15,LinkedIn,1650,Job Title Targeting
2024-08-16,Google Ads,2500,Competitor Keywords
2024-08-16,Facebook,1800,Retargeting
2024-08-16,LinkedIn,1200,Company Targeting
2024-08-17,Google Ads,2600,Brand Search
2024-08-17,Facebook,2000,Cold Outreach
2024-08-17,LinkedIn,1400,Content Promotion
2024-08-18,Google Ads,2700,Generic Keywords
2024-08-18,Facebook,2100,Event Promotion
2024-08-18,LinkedIn,1500,Webinar Ads
2024-08-19,Google Ads,2800,Shopping Ads
2024-08-19,Facebook,2200,App Install
2024-08-19,LinkedIn,1600,Lead Gen Forms
2024-08-20,Google Ads,2400,Summer Peak
2024-08-20,Facebook,1700,Lookalike Campaign
2024-08-20,LinkedIn,1100,Industry Targeting
2024-08-21,Google Ads,2900,Competitor Keywords
2024-08-21,Facebook,2300,Interest Targeting
2024-08-21,LinkedIn,1700,B2B Targeting
2024-08-22,Google Ads,2550,Brand Search
2024-08-22,Facebook,1850,Video Campaign
2024-08-22,LinkedIn,1250,Job Title Targeting
2024-08-23,Google Ads,2650,Generic Keywords
2024-08-23,Facebook,1950,Retargeting
2024-08-23,LinkedIn,1350,Company Targeting
2024-08-24,Google Ads,2750,Shopping Ads
2024-08-24,Facebook,2050,Cold Outreach
2024-08-24,LinkedIn,1450,Content Promotion
2024-08-25,Google Ads,2450,Summer Peak
2024-08-25,Facebook,1750,Event Promotion
2024-08-25,LinkedIn,1150,Webinar Ads
2024-08-26,Google Ads,2850,Competitor Keywords
2024-08-26,Facebook,2250,App Install
2024-08-26,LinkedIn,1650,Lead Gen Forms
2024-08-27,Google Ads,2500,Brand Search
2024-08-27,Facebook,1800,Lookalike Campaign
2024-08-27,LinkedIn,1200,Industry Targeting
2024-08-28,Google Ads,2600,Generic Keywords
2024-08-28,Facebook,2000,Interest Targeting
2024-08-28,LinkedIn,1400,B2B Targeting
2024-08-29,Google Ads,2700,Shopping Ads
2024-08-29,Facebook,2100,Video Campaign
2024-08-29,LinkedIn,1500,Job Title Targeting
2024-08-30,Google Ads,2800,Summer Peak
2024-08-30,Facebook,2200,Retargeting
2024-08-30,LinkedIn,1600,Company Targeting
2024-08-31,Google Ads,2400,Competitor Keywords
2024-08-31,Facebook,1700,Cold Outreach
2024-08-31,LinkedIn,1100,Content Promotion
2024-09-01,Google Ads,2900,Back to School
2024-09-01,Facebook,2300,Back to School
2024-09-01,LinkedIn,1700,Back to School
2024-09-02,Google Ads,2550,Brand Search
2024-09-02,Facebook,1850,Event Promotion
2024-09-02,LinkedIn,1250,Webinar Ads
2024-09-03,Google Ads,2650,Generic Keywords
2024-09-03,Facebook,1950,App Install
2024-09-03,LinkedIn,1350,Lead Gen Forms
2024-09-04,Google Ads,2750,Shopping Ads
2024-09-04,Facebook,2050,Lookalike Campaign
2024-09-04,LinkedIn,1450,Industry Targeting
2024-09-05,Google Ads,2450,Competitor Keywords
2024-09-05,Facebook,1750,Interest Targeting
2024-09-05,LinkedIn,1150,B2B Targeting
2024-09-06,Google Ads,2850,Back to School
2024-09-06,Facebook,2250,Video Campaign
2024-09-06,LinkedIn,1650,Job Title Targeting
2024-09-07,Google Ads,2500,Brand Search
2024-09-07,Facebook,1800,Retargeting
2024-09-07,LinkedIn,1200,Company Targeting
2024-09-08,Google Ads,2600,Generic Keywords
2024-09-08,Facebook,2000,Cold Outreach
2024-09-08,LinkedIn,1400,Content Promotion
2024-09-09,Google Ads,2700,Shopping Ads
2024-09-09,Facebook,2100,Event Promotion
2024-09-09,LinkedIn,1500,Webinar Ads
2024-09-10,Google Ads,2800,Back to School
2024-09-10,Facebook,2200,App Install
2024-09-10,LinkedIn,1600,Lead Gen Forms
2024-09-11,Google Ads,2400,Competitor Keywords
2024-09-11,Facebook,1700,Lookalike Campaign
2024-09-11,LinkedIn,1100,Industry Targeting
2024-09-12,Google Ads,2950,Brand Search
2024-09-12,Facebook,2350,Interest Targeting
2024-09-12,LinkedIn,1750,B2B Targeting
2024-09-13,Google Ads,2550,Generic Keywords
2024-09-13,Facebook,1850,Video Campaign
2024-09-13,LinkedIn,1250,Job Title Targeting
2024-09-14,Google Ads,2650,Shopping Ads
2024-09-14,Facebook,1950,Retargeting
2024-09-14,LinkedIn,1350,Company Targeting
2024-09-15,Google Ads,2750,Back to School
2024-09-15,Facebook,2050,Cold Outreach
2024-09-15,LinkedIn,1450,Content Promotion
2024-09-16,Google Ads,2450,Competitor Keywords
2024-09-16,Facebook,1750,Event Promotion
2024-09-16,LinkedIn,1150,Webinar Ads
2024-09-17,Google Ads,2850,Brand Search
2024-09-17,Facebook,2250,App Install
2024-09-17,LinkedIn,1650,Lead Gen Forms
2024-09-18,Google Ads,2500,Generic Keywords
2024-09-18,Facebook,1800,Lookalike Campaign
2024-09-18,LinkedIn,1200,Industry Targeting
2024-09-19,Google Ads,2600,Shopping Ads
2024-09-19,Facebook,2000,Interest Targeting
2024-09-19,LinkedIn,1400,B2B Targeting
2024-09-20,Google Ads,2700,Back to School
2024-09-20,Facebook,2100,Video Campaign
2024-09-20,LinkedIn,1500,Job Title Targeting
2024-09-21,Google Ads,2800,Competitor Keywords
2024-09-21,Facebook,2200,Retargeting
2024-09-21,LinkedIn,1600,Company Targeting
2024-09-22,Google Ads,2400,Brand Search
2024-09-22,Facebook,1700,Cold Outreach
2024-09-22,LinkedIn,1100,Content Promotion
2024-09-23,Google Ads,2900,Generic Keywords
2024-09-23,Facebook,2300,Event Promotion
2024-09-23,LinkedIn,1700,Webinar Ads
2024-09-24,Google Ads,2550,Shopping Ads
2024-09-24,Facebook,1850,App Install
2024-09-24,LinkedIn,1250,Lead Gen Forms
2024-09-25,Google Ads,2650,Back to School
2024-09-25,Facebook,1950,Lookalike Campaign
2024-09-25,LinkedIn,1350,Industry Targeting
2024-09-26,Google Ads,2750,Competitor Keywords
2024-09-26,Facebook,2050,Interest Targeting
2024-09-26,LinkedIn,1450,B2B Targeting
2024-09-27,Google Ads,2450,Brand Search
2024-09-27,Facebook,1750,Video Campaign
2024-09-27,LinkedIn,1150,Job Title Targeting
2024-09-28,Google Ads,2850,Generic Keywords
2024-09-28,Facebook,2250,Retargeting
2024-09-28,LinkedIn,1650,Company Targeting
2024-09-29,Google Ads,2500,Shopping Ads
2024-09-29,Facebook,1800,Cold Outreach
2024-09-29,LinkedIn,1200,Content Promotion
2024-09-30,Google Ads,2600,Back to School
2024-09-30,Facebook,2000,Event Promotion
2024-09-30,LinkedIn,1400,Webinar Ads
2024-10-01,Google Ads,2800,Q4 Launch
2024-10-01,Facebook,2200,Q4 Launch
2024-10-01,LinkedIn,1600,Q4 Launch
2024-10-02,Google Ads,2400,Brand Search
2024-10-02,Facebook,1700,App Install
2024-10-02,LinkedIn,1100,Lead Gen Forms
2024-10-03,Google Ads,2950,Generic Keywords
2024-10-03,Facebook,2350,Lookalike Campaign
2024-10-03,LinkedIn,1750,Industry Targeting
2024-10-04,Google Ads,2550,Shopping Ads
2024-10-04,Facebook,1850,Interest Targeting
2024-10-04,LinkedIn,1250,B2B Targeting
2024-10-05,Google Ads,2650,Competitor Keywords
2024-10-05,Facebook,1950,Video Campaign
2024-10-05,LinkedIn,1350,Job Title Targeting
2024-10-06,Google Ads,2750,Q4 Launch
2024-10-06,Facebook,2050,Retargeting
2024-10-06,LinkedIn,1450,Company Targeting
2024-10-07,Google Ads,2450,Brand Search
2024-10-07,Facebook,1750,Cold Outreach
2024-10-07,LinkedIn,1150,Content Promotion
2024-10-08,Google Ads,2850,Generic Keywords
2024-10-08,Facebook,2250,Event Promotion
2024-10-08,LinkedIn,1650,Webinar Ads
2024-10-09,Google Ads,2500,Shopping Ads
2024-10-09,Facebook,1800,App Install
2024-10-09,LinkedIn,1200,Lead Gen Forms
2024-10-10,Google Ads,2600,Competitor Keywords
2024-10-10,Facebook,2000,Lookalike Campaign
2024-10-10,LinkedIn,1400,Industry Targeting
2024-10-11,Google Ads,2700,Q4 Launch
2024-10-11,Facebook,2100,Interest Targeting
2024-10-11,LinkedIn,1500,B2B Targeting
2024-10-12,Google Ads,2800,Brand Search
2024-10-12,Facebook,2200,Video Campaign
2024-10-12,LinkedIn,1600,Job Title Targeting
2024-10-13,Google Ads,2400,Generic Keywords
2024-10-13,Facebook,1700,Retargeting
2024-10-13,LinkedIn,1100,Company Targeting
2024-10-14,Google Ads,2900,Shopping Ads
2024-10-14,Facebook,2300,Cold Outreach
2024-10-14,LinkedIn,1700,Content Promotion
2024-10-15,Google Ads,2550,Competitor Keywords
2024-10-15,Facebook,1850,Event Promotion
2024-10-15,LinkedIn,1250,Webinar Ads
2024-10-16,Google Ads,2650,Q4 Launch
2024-10-16,Facebook,1950,App Install
2024-10-16,LinkedIn,1350,Lead Gen Forms
2024-10-17,Google Ads,2750,Brand Search
2024-10-17,Facebook,2050,Lookalike Campaign
2024-10-17,LinkedIn,1450,Industry Targeting
2024-10-18,Google Ads,2450,Generic Keywords
2024-10-18,Facebook,1750,Interest Targeting
2024-10-18,LinkedIn,1150,B2B Targeting
2024-10-19,Google Ads,2850,Shopping Ads
2024-10-19,Facebook,2250,Video Campaign
2024-10-19,LinkedIn,1650,Job Title Targeting
2024-10-20,Google Ads,2500,Competitor Keywords
2024-10-20,Facebook,1800,Retargeting
2024-10-20,LinkedIn,1200,Company Targeting
2024-10-21,Google Ads,2600,Q4 Launch
2024-10-21,Facebook,2000,Cold Outreach
2024-10-21,LinkedIn,1400,Content Promotion
2024-10-22,Google Ads,2700,Brand Search
2024-10-22,Facebook,2100,Event Promotion
2024-10-22,LinkedIn,1500,Webinar Ads
2024-10-23,Google Ads,2800,Generic Keywords
2024-10-23,Facebook,2200,App Install
2024-10-23,LinkedIn,1600,Lead Gen Forms
2024-10-24,Google Ads,2400,Shopping Ads
2024-10-24,Facebook,1700,Lookalike Campaign
2024-10-24,LinkedIn,1100,Industry Targeting
2024-10-25,Google Ads,2950,Competitor Keywords
2024-10-25,Facebook,2350,Interest Targeting
2024-10-25,LinkedIn,1750,B2B Targeting
2024-10-26,Google Ads,2550,Q4 Launch
2024-10-26,Facebook,1850,Video Campaign
2024-10-26,LinkedIn,1250,Job Title Targeting
2024-10-27,Google Ads,2650,Brand Search
2024-10-27,Facebook,1950,Retargeting
2024-10-27,LinkedIn,1350,Company Targeting
2024-10-28,Google Ads,2750,Generic Keywords
2024-10-28,Facebook,2050,Cold Outreach
2024-10-28,LinkedIn,1450,Content Promotion
2024-10-29,Google Ads,2450,Shopping Ads
2024-10-29,Facebook,1750,Event Promotion
2024-10-29,LinkedIn,1150,Webinar Ads
2024-10-30,Google Ads,2850,Competitor Keywords
2024-10-30,Facebook,2250,App Install
2024-10-30,LinkedIn,1650,Lead Gen Forms
2024-10-31,Google Ads,3100,Halloween Special
2024-10-31,Facebook,2700,Halloween Special
2024-10-31,LinkedIn,1900,Halloween Special
2024-11-01,Google Ads,2600,Pre-Holiday
2024-11-01,Facebook,2000,Pre-Holiday
2024-11-01,LinkedIn,1400,Pre-Holiday
2024-11-02,Google Ads,2700,Brand Search
2024-11-02,Facebook,2100,Lookalike Campaign
2024-11-02,LinkedIn,1500,Industry Targeting
2024-11-03,Google Ads,2800,Generic Keywords
2024-11-03,Facebook,2200,Interest Targeting
2024-11-03,LinkedIn,1600,B2B Targeting
2024-11-04,Google Ads,2400,Shopping Ads
2024-11-04,Facebook,1700,Video Campaign
2024-11-04,LinkedIn,1100,Job Title Targeting
2024-11-05,Google Ads,2900,Pre-Holiday
2024-11-05,Facebook,2300,Retargeting
2024-11-05,LinkedIn,1700,Company Targeting
2024-11-06,Google Ads,2550,Competitor Keywords
2024-11-06,Facebook,1850,Cold Outreach
2024-11-06,LinkedIn,1250,Content Promotion
2024-11-07,Google Ads,2650,Brand Search
2024-11-07,Facebook,1950,Event Promotion
2024-11-07,LinkedIn,1350,Webinar Ads
2024-11-08,Google Ads,2750,Generic Keywords
2024-11-08,Facebook,2050,App Install
2024-11-08,LinkedIn,1450,Lead Gen Forms
2024-11-09,Google Ads,2450,Shopping Ads
2024-11-09,Facebook,1750,Lookalike Campaign
2024-11-09,LinkedIn,1150,Industry Targeting
2024-11-10,Google Ads,2850,Pre-Holiday
2024-11-10,Facebook,2250,Interest Targeting
2024-11-10,LinkedIn,1650,B2B Targeting
2024-11-11,Google Ads,2500,Competitor Keywords
2024-11-11,Facebook,1800,Video Campaign
2024-11-11,LinkedIn,1200,Job Title Targeting
2024-11-12,Google Ads,2600,Brand Search
2024-11-12,Facebook,2000,Retargeting
2024-11-12,LinkedIn,1400,Company Targeting
2024-11-13,Google Ads,2700,Generic Keywords
2024-11-13,Facebook,2100,Cold Outreach
2024-11-13,LinkedIn,1500,Content Promotion
2024-11-14,Google Ads,2800,Shopping Ads
2024-11-14,Facebook,2200,Event Promotion
2024-11-14,LinkedIn,1600,Webinar Ads
2024-11-15,Google Ads,2400,Pre-Holiday
2024-11-15,Facebook,1700,App Install
2024-11-15,LinkedIn,1100,Lead Gen Forms
2024-11-16,Google Ads,2950,Competitor Keywords
2024-11-16,Facebook,2350,Lookalike Campaign
2024-11-16,LinkedIn,1750,Industry Targeting
2024-11-17,Google Ads,2550,Brand Search
2024-11-17,Facebook,1850,Interest Targeting
2024-11-17,LinkedIn,1250,B2B Targeting
2024-11-18,Google Ads,2650,Generic Keywords
2024-11-18,Facebook,1950,Video Campaign
2024-11-18,LinkedIn,1350,Job Title Targeting
2024-11-19,Google Ads,2750,Shopping Ads
2024-11-19,Facebook,2050,Retargeting
2024-11-19,LinkedIn,1450,Company Targeting
2024-11-20,Google Ads,2450,Pre-Holiday
2024-11-20,Facebook,1750,Cold Outreach
2024-11-20,LinkedIn,1150,Content Promotion
2024-11-21,Google Ads,2850,Competitor Keywords
2024-11-21,Facebook,2250,Event Promotion
2024-11-21,LinkedIn,1650,Webinar Ads
2024-11-22,Google Ads,2500,Brand Search
2024-11-22,Facebook,1800,App Install
2024-11-22,LinkedIn,1200,Lead Gen Forms
2024-11-23,Google Ads,2600,Generic Keywords
2024-11-23,Facebook,2000,Lookalike Campaign
2024-11-23,LinkedIn,1400,Industry Targeting
2024-11-24,Google Ads,3500,Black Friday
2024-11-24,Facebook,3100,Black Friday
2024-11-24,LinkedIn,2300,Black Friday
2024-11-25,Google Ads,3700,Black Friday
2024-11-25,Facebook,3300,Black Friday
2024-11-25,LinkedIn,2500,Black Friday
2024-11-26,Google Ads,3400,Cyber Monday
2024-11-26,Facebook,3000,Cyber Monday
2024-11-26,LinkedIn,2200,Cyber Monday
2024-11-27,Google Ads,2800,Post Cyber
2024-11-27,Facebook,2200,Post Cyber
2024-11-27,LinkedIn,1600,Post Cyber
2024-11-28,Google Ads,2900,Holiday Season
2024-11-28,Facebook,2300,Holiday Season
2024-11-28,LinkedIn,1700,Holiday Season
2024-11-29,Google Ads,3000,Holiday Season
2024-11-29,Facebook,2400,Holiday Season
2024-11-29,LinkedIn,1800,Holiday Season
2024-11-30,Google Ads,2600,Brand Search
2024-11-30,Facebook,2000,Competitor Keywords
2024-11-30,LinkedIn,1400,Generic Keywords
2024-12-01,Google Ads,3200,Holiday Rush
2024-12-01,Facebook,2800,Holiday Rush
2024-12-01,LinkedIn,2000,Holiday Rush
2024-12-02,Google Ads,2700,Shopping Ads
2024-12-02,Facebook,2100,Retargeting
2024-12-02,LinkedIn,1500,Company Targeting
2024-12-03,Google Ads,2800,Brand Search
2024-12-03,Facebook,2200,Cold Outreach
2024-12-03,LinkedIn,1600,Content Promotion
2024-12-04,Google Ads,2900,Generic Keywords
2024-12-04,Facebook,2300,Event Promotion
2024-12-04,LinkedIn,1700,Webinar Ads
2024-12-05,Google Ads,3000,Holiday Rush
2024-12-05,Facebook,2400,App Install
2024-12-05,LinkedIn,1800,Lead Gen Forms
2024-12-06,Google Ads,2600,Competitor Keywords
2024-12-06,Facebook,2000,Lookalike Campaign
2024-12-06,LinkedIn,1400,Industry Targeting
2024-12-07,Google Ads,2700,Shopping Ads
2024-12-07,Facebook,2100,Interest Targeting
2024-12-07,LinkedIn,1500,B2B Targeting
2024-12-08,Google Ads,2800,Brand Search
2024-12-08,Facebook,2200,Video Campaign
2024-12-08,LinkedIn,1600,Job Title Targeting
2024-12-09,Google Ads,2900,Generic Keywords
2024-12-09,Facebook,2300,Retargeting
2024-12-09,LinkedIn,1700,Company Targeting
2024-12-10,Google Ads,3100,Holiday Rush
2024-12-10,Facebook,2500,Cold Outreach
2024-12-10,LinkedIn,1900,Content Promotion
2024-12-11,Google Ads,2650,Competitor Keywords
2024-12-11,Facebook,2050,Event Promotion
2024-12-11,LinkedIn,1450,Webinar Ads
2024-12-12,Google Ads,2750,Shopping Ads
2024-12-12,Facebook,2150,App Install
2024-12-12,LinkedIn,1550,Lead Gen Forms
2024-12-13,Google Ads,2850,Brand Search
2024-12-13,Facebook,2250,Lookalike Campaign
2024-12-13,LinkedIn,1650,Industry Targeting
2024-12-14,Google Ads,2950,Generic Keywords
2024-12-14,Facebook,2350,Interest Targeting
2024-12-14,LinkedIn,1750,B2B Targeting
2024-12-15,Google Ads,3200,Holiday Rush
2024-12-15,Facebook,2600,Video Campaign
2024-12-15,LinkedIn,2000,Job Title Targeting
2024-12-16,Google Ads,2700,Competitor Keywords
2024-12-16,Facebook,2100,Retargeting
2024-12-16,LinkedIn,1500,Company Targeting
2024-12-17,Google Ads,2800,Shopping Ads
2024-12-17,Facebook,2200,Cold Outreach
2024-12-17,LinkedIn,1600,Content Promotion
2024-12-18,Google Ads,2900,Brand Search
2024-12-18,Facebook,2300,Event Promotion
2024-12-18,LinkedIn,1700,Webinar Ads
2024-12-19,Google Ads,3000,Generic Keywords
2024-12-19,Facebook,2400,App Install
2024-12-19,LinkedIn,1800,Lead Gen Forms
2024-12-20,Google Ads,3300,Holiday Final Push
2024-12-20,Facebook,2700,Holiday Final Push
2024-12-20,LinkedIn,2100,Holiday Final Push
2024-12-21,Google Ads,3400,Holiday Final Push
2024-12-21,Facebook,2800,Holiday Final Push
2024-12-21,LinkedIn,2200,Holiday Final Push
2024-12-22,Google Ads,3500,Holiday Final Push
2024-12-22,Facebook,2900,Holiday Final Push
2024-12-22,LinkedIn,2300,Holiday Final Push
2024-12-23,Google Ads,3600,Holiday Final Push
2024-12-23,Facebook,3000,Holiday Final Push
2024-12-23,LinkedIn,2400,Holiday Final Push
2024-12-24,Google Ads,1800,Christmas Eve
2024-12-24,Facebook,1200,Christmas Eve
2024-12-24,LinkedIn,800,Christmas Eve
2024-12-25,Google Ads,1000,Christmas Day
2024-12-25,Facebook,600,Christmas Day
2024-12-25,LinkedIn,400,Christmas Day
2024-12-26,Google Ads,2400,Post Holiday
2024-12-26,Facebook,1800,Post Holiday
2024-12-26,LinkedIn,1200,Post Holiday
2024-12-27,Google Ads,2600,Year End
2024-12-27,Facebook,2000,Year End
2024-12-27,LinkedIn,1400,Year End
2024-12-28,Google Ads,2700,Year End
2024-12-28,Facebook,2100,Year End
2024-12-28,LinkedIn,1500,Year End
2024-12-29,Google Ads,2800,Year End
2024-12-29,Facebook,2200,Year End
2024-12-29,LinkedIn,1600,Year End
2024-12-30,Google Ads,2500,New Year Prep
2024-12-30,Facebook,1900,New Year Prep
2024-12-30,LinkedIn,1300,New Year Prep
2024-12-31,Google Ads,2000,New Year Eve
2024-12-31,Facebook,1400,New Year Eve
2024-12-31,LinkedIn,1000,New Year Eve
